user	send_text
花生仁	啊呀
花生仁	怀庆称帝哎
阿利群	？
阿利群	你听大奉打更人呢
阿利群	今夜勾栏听曲？
花生仁	对啊
花生仁	每天听睡着
我小帅呢	这啥app
花生花	今天就听到这里了，打开浏览器
花生仁	喜马拉雅
花生仁	干啥
ember	任亏券快过期了
ember	买啥
阿利群	塞尔达？
花生仁	我还剩一张
花生仁	打算买小游戏给女儿玩
Kamisama。	我俩张都没用
Kamisama。	打算换大乱斗和马造2
Kamisama。	但大概率还是得吃灰，有空再换
ember	任亏能换喷3吗
Eric Wang	能
Eric Wang	而且很合适
Kamisama。	我有喷2
Kamisama。	但是玩的不多
小熊猫	喷2
小熊猫	我打了1100个小时。。
小熊猫	[思考]
Felix	[阴险]
小熊猫	但是还是没有上X
Felix	熬也不会秃头吗
小熊猫	不会的
小熊猫	上班精神压力大才会秃
小熊猫	不上班天天打游戏一点事都没有
！	好像是这样
东北痴汉	[视频号] 长江新闻号的动态
Vict.胡	之前的吧
laughing	太丑了
花生猫	[表情]
新花生龙	[表情]
花生冰	挨一起
花生冰	大家都是X
laughing	[呲牙]
陈浩强	[呲牙]
花生棒	嬉皮笑脸 踢了
Guido	"【退群监控】
用户: hyx
群备注: hyx
退群时间: 2023-07-29 07:47:24

江湖再见。"
Guido	"Apple Vision刀把攀比群
消息统计(昨天)
------------
统计起: 2023-07-28 00:00:00
统计止: 2023-07-28 23:59:59
现时间: 2023-07-29 07:48:27
------------
文本消息: 2391
图片消息: 273
视频消息: 29
表情包: 100
拍了拍: 1
发言人数: 83
总消息: 2828
------------
发言Top10
1.花生猫【196】
2.大板【168】
3.01101101【155】
4.Maxxxxyu【150】
5.Kamisama。【140】
6.阿利群【136】
7.花生豆【125】
8.陈浩强【102】
9.laughing【102】
10.Vict.胡【92】
------------
拍了拍TOP1【01101101】共1次
------------
提问题TOP1【花生苗】共2次"
花生棒	辉哥上分
Maxxxxyu	还有退群监控
afa	我一个朋友，北理工的搞路桥，给搞到武汉了
戴智武	怎么统计的？[惊讶]
花生刀	人肉统计的
花生刀	有人在群里天天数着划正字
花生碎	群统计局
花生酒	群统计局
花生刀	有人计数，有人制表，有人核对，有人发布
花生生	群统计局党支部
L.G.Y	竟然有人退群
阿利群	竟然有人退群
花生刀	局内正常人员流动
lovzz	有没有台风值班的
lovzz	[表情]
laughing	[雨天]
阿利群	前两天深圳没有下雨
阿利群	今天倒是大暴雨
01101101	[表情]
01101101	这个时候直接挠胳肢窝 捏奶子
01101101	笨
lovzz	[疑问]
阿利群	新刀把到了
01101101	看着就难用
阿利群	[旺柴][旺柴][旺柴]
lovzz	还有新的？这款我都用了好多年了[破涕为笑]
阿利群	罗技系列 你能找出更好的无线鼠标@01101101 
陈浩强	[动画表情]
lovzz	出差方便，最早还是电池款
阿利群	除了master系列
阿利群	@lovzz 有anywhere3
阿利群	但我没买
Eric Wang	我有俩anywhere 一个2s 一个3
Eric Wang	都挺好
lovzz	@阿利群 嗯我记得15年买的，19年微动不行了，联系京东给我换了2s
阿利群	为啥？
阿利群	你买了多少年延保？
阿利群	还能换？
lovzz	说要补差价啥的，后来又做活动差了七八十好像，就给我申请直接换了
lovzz	反正用到现在
01101101	新人？
lovzz	家里京造的马桶也是，888买的，有延保，四年到了因为要修，让我八折回收给他们，我点了确认，发现是按原价退的
lovzz	[表情]
阿利群	[皱眉][皱眉][皱眉][皱眉]
阿利群	马桶 回收
阿利群	yue了姐妹们
lovzz	马桶盖
lovzz	[表情]
阿利群	那还行。。。
01101101	[表情]
花生豆	飞天松鼠
阿利群	还能被你抓拍到。。
laughing	还能被你抓拍到。。
花生棒	别墅区
阿利群	@花生豆 豆豆去别墅区送水是吧
Kamisama。	骚后
01101101	这些人真的有大饼
Kamisama。	呸
Kamisama。	稍后
Kamisama。	“稍后”
Kamisama。	哈哈哈
花生棒	[表情]
Vict.胡	这个到底有没有谱啊
Vict.胡	都两天了吧
Kamisama。	图一乐
Kamisama。	严肃媒体每一个报道的
Kamisama。	没
01101101	别选了
01101101	都是ktv 酒吧包厢订台 
花生信™	花生猫不是总被评选为gay吗，考你一个黑话看你懂不懂
花生信™	@花生猫 
花生信™	某人在签名里写了：星巴克，他想表达啥意思@花生猫 
！	CDD
！	有点小钱但是想白嫖的老gay
花生信™	我觉得是CDB呢
ember	[谁懂啊]
ember	昨晚我0点看建行广州9月28日的酒店都能换，0点7分再看就是全部无房
花生叶	今天中午吃什么外卖？
陈浩强	今天中午吃什么外卖？
laughing	不在家吃？
Eric Wang	不在家吃？
Nietzsche	这不是gay圈黑话  这是字母圈黑话
花生刂巾	这也太粉了
花生刂巾	Barbie 北美票房超 奥本海默了
花生信™	[666]
花生棒	小火龙不是一般人
张帅	小火龙不是一般人
Kamisama。	营销太厉害了
Kamisama。	去看了后不过如此
Kamisama。	差点破防
Kamisama。	[晕]
花生信™	有人玩王国保卫战的吗，这一关我咋都拿不到三星
花生信™	感觉也太难了，不氪金的前提下
Berry	因为你没氪金
花生仁	氪呗
Berry	能让你过已经不错了
花生仁	不然多耽误时间
花生信™	四代我都玩了，都是不氪金不用宝石买任何道具，完美通过（包括铁拳）
花生信™	就这关过不去
01101101	我玩万国觉醒
花生信™	@Nietzsche  如果签名里写:住高层，通常暗示什么
Nietzsche	我不懂  我又不是gay
Nietzsche	[表情]
花生信™	原来你仅仅是字母圈的啊
Nietzsche	[表情]
阿利群	你为什么老是强调你不是gay
阿利群	太刻意了哥们
阿利群	有理由怀疑你就是gay
Nietzsche	[表情]
01101101	没关系
ember	[侧目]
01101101	我们这个群包容性很强的
01101101	不用不好意思
花生信™	那个星巴克，我还是今天才明白的
ember	今天的list在座各位谁也逃不掉
花生信™	以前都是一头雾水
Nietzsche	那这个是什么意思
花生信™	今天看到挨着的俩人，恰好一个签名写的麦当劳，一个写的星巴克
花生信™	顿悟了
Vict.胡	一个m 一个s？
阿利群	有一说一，我看完竟然笑了，也不知道为什么
Nietzsche	对的
花生信™	住高层暗示屌大。最早可以写尺寸大小比如17，后来软件会检测到并删除签名，就改成住十七楼，后来软件连这个都会检测不让写，就变成住高层了
Nietzsche	牛逼
花生棒	哈哈哈哈
ember	2018年的图
ember	一般发老图的直接判定为恶意影射
花生信™	我看完第一反应是觉得对方挺棒的，拉黑的时机非常完美
Berry	？
ember	闲鱼拉黑你账号的时机确实非常完美
花生信™	成都咋了
花生信™	？
花生信™	我去搜下吧
Kamisama。	？
花生信™	哦，要开大运会
ember	信鸽要买票去成都当西餐妹了
Kamisama。	啊
Kamisama。	赶紧去成都
花生信™	我一个基友，说北京 2008 奥运会的时候，他吃到超多外国运动员，他家就在奥运村附近住
花生信™	他每隔一段时间就会怀念一下奥运会
ember	15年了
花生信™	嗯
ember	他都该绝经了
花生信™	[白眼]
花生信™	他还不到 40啊今年
ember	[下头]
花生骚	不懂就问，0怎么绝经
Kamisama。	好奇
Kamisama。	男生会绝经吗
ember	吃中药，去尼姑庵伴青灯古佛
Kamisama。	为啥gay要吃中药啊
Kamisama。	什么梗
ember	（不能去和尚庙）
花生信™	要调理
花生信™	这个你去问帅帅
花生信™	他懂得吃中药
Kamisama。	怎么说
Kamisama。	额外刺激？刺激过度？
花生信™	网上不是有个梗，让通讯录吃中药调理一下，就能变直
01101101	总结：少吃鸡吧
ember	原梗只是清淡饮食，没说中药
Nietzsche	吃和尚的算不算清淡饮食
ember	证了果位的应该可以
花生信™	我有个表嫂现在半出家
阿利群	什么叫
阿利群	半出家
花生信™	每年会去五台山的尼姑庵修行半年左右
ember	五台山不便宜吧
花生信™	免费
花生信™	包吃包住
afa	现在好多这种机构，山上搞个学堂，叫修行
ember	感觉尼姑庵普遍比较穷，五台山的应该算挺有香火的了，进去没有门槛吗
ember	什么破AI，下岗吧
花生信™	什么破AI，下岗吧
ember	这大哥真不闲着啊
ember	比前些年又给自己多编出好些头衔
丁丁	为什么会有 绝经 话题？
Vict.胡	肯定是他们有心得呗
阿利群	话说 我忘记了 请问这个ai怎么搭的
阿利群	我想学习 搭一个放我的保险群里总结聊天内容
阿利群	@芝士夹心饼干 这是周大佬搭的嘛
阿利群	@周辉 
Berry	我也想学习
Berry	我在边上蹭课
阿利群	蹭课可以
阿利群	别蹭我就行
周辉	[表情]
周辉	不是我
Vict.胡	豆豆搭的
花生信™	微信要是官方出个这功能，不得立马火爆全网
Vict.胡	python 脚本自动化生成的
阿利群	豆豆是吧
阿利群	@花生豆 豆 教我
Vict.胡	张小聋：你说啥，我听不到
阿利群	真心想学 我可以付费 付皮燕子也行
花生豆	我晚上回去把代码发出来
阿利群	对我这种有贼多保险群的人来讲
花生豆	在撸猫
阿利群	真的很需要总结要点
Berry	@花生豆 谢谢 我也想蹭
阿利群	布偶 高贵的
Vict.胡	问题是 ai 不靠谱
Nietzsche	参考一下还是可以的
阿利群	我撸这个
阿利群	@Vict.胡 总比人工效率高啦
Nietzsche	工具在这
花生生	首先得有mac
花生棒	豆豆住别墅区 AI确认过了
阿利群	我有一台空闲的Macmini
阿利群	只是挂着surge
阿利群	工具在这
花生豆	改改prompt应该可以，这个群里比较欢乐就不用要求太精准
阿利群	这个小助手只是防撤回而已啊，并不是啥ai总结呀
阿利群	等你分享
花生信™	这猫可真好看
阿利群	布偶呢，可不就好看
Berry	？？
ember	[飞拳]
laughing	？
Vict.胡	帅帅 f键 要按烂了
阿利群	看着有点，恶心。。。。
花生酒	@花生棒 
阿利群	还是不能理解帅帅的审美
花生棒	[表情]
花生汤	帅帅得奖励自己一下吧
！	这。。。
花生猫	qnq
花生猫	突然感觉我啥都不会了
花生猫	活该找不到工作哈哈哈哈哈哈哈哈哈哈
Kamisama。	哈哈哈哈
Kamisama。	我也是捏
Kamisama。	哈哈哈哈
花生碎	[表情]
laughing	？
花生骚	6
Wao	套娃的后果？
Maxxxxyu	雨好大
花生棒	我这停了
花生酒	楼上两人在约会
laughing	？
Vict.胡	左右这两个支架干啥用的
01101101	绑腿
Vict.胡	[Emm]
花生猫	@01101101 草你啊啊啊啊啊啊啊
01101101	食我大屌！
花生猫	啊~~~
01101101	来帮我上开塞露
01101101	我自己插不深
花生猫	那我来插你
花生猫	我插的深
laughing	？
花生刀	[小程序]
ember	他妈的，2台电脑上都是这样，IDEA的修复跑了一整轮也没用
ember	气昏
花生棒	[表情]
ember	[生气]
花生豆	最后一排…
花生豆	[Emm][Emm][Emm]
laughing	啥家庭啊，看64一张得票。
Ronnie	noway
阿利群	这个好丑
阿利群	看着好厚
花生信™	按照⌚️ultra 设计的啊，配色都一样
花生信™	Watch Ultra 也很厚
花生米	这么阴间啊
道航	艹
花生猫	凉了哈哈哈哈哈哈
花生猫	开心
花生猫	🥳
蛋蛋	兄弟又疯了
Kamisama。	哈哈哈哈哈
花生猫	活着是真他妈无趣啊
花生猫	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
花生猫	@01101101 撸不撸
阿利群	别冲动
蛋蛋	年纪还小慢慢来呗
花生猫	哈哈哈哈哈哈哈哈哈哈哈哈哈
花生猫	好的大哥们
大板	年纪大也可以的，我28 29连续经历裁员
大板	[表情]
大板	一天最多面4家，一个接一个被刷
蛋蛋	我都34了，你问我怕不怕[旺柴]
01101101	你说话不
花生猫	说
01101101	翡翠局
花生猫	匹配啊
花生猫	我没号
花生猫	我这个段位参与不了吧？
祝狗蛋	[链接] 秃顶人士的心理建设
花生猫	哈哈哈哈哈哈哈他马勒戈壁的
花生猫	外包的要求是没有外包经历
Vict.胡	见识过外包有多坑
Vict.胡	还怎么坑你
Maxxxxyu	哪家啊
ember	稻香湖…..
Kamisama。	笑死
花生猫	长亮科技
花生汤	办公室灯没灭过是吧
Maxxxxyu	外包都驻场吧
Vict.胡	对
Vict.胡	基本都驻唱
Vict.胡	场
ember	稻香湖太远了，估计起码两周回市内一次
Maxxxxyu	农行软开就在稻香湖
Maxxxxyu	华为北研也在
周辉	有人搞过 rsa 加解密么。。有个问题请教下
Vict.胡	rsa？
花生猫	怎么事儿
Vict.胡	非对称的咋揭秘
Vict.胡	解密
周辉	[聊天记录]
周辉	@Vict.胡 @花生猫
Nietzsche	不是公钥加密私钥解密吗？
周辉	也可以私钥加密 公钥解密呀。
Vict.胡	[Emm]我没明白是啥意思
Vict.胡	私钥不对？
周辉	私钥是对的。
周辉	因为我用这个私钥跑了他自己实现的 rsa解密函数 能解密出来
周辉	但我自己实现的解密（用标准库解密的）会失败。
周辉	所以不知道为啥了。
Vict.胡	加盐了？
Vict.胡	如果就只是标准函数不会有问题的呀
周辉	不是。。
Vict.胡	[Emm]手头没电脑 也没法试
陈浩强	他温我哭
陈浩强	[表情]
ember	怎么，群友已经秃了？
陈浩强	怎么，群友已经秃了？
Vict.胡	"国内的易经/紫薇/易经/星盘/塔罗比【心理咨询】更受欢迎不是没道理的。

因为当你emo的时候。

他们会先告诉你：

“嘿，你过得惨不是你的问题，是因为你的房子有问题，你的朋友有问题，你的内裤颜色有问题，总之不是你的问题。”

然后跟你说：

“宝贝，想要夏天爱情事业友情通通顺利，听我的，可以在夏天的时候买一颗柠檬放在床头，这样你就能美檬成真。”

而你的心理咨询师，ta会悄悄在你的耳边告诉你：

“你是真的惨，宝贝，要接纳自己。“"
01101101	@花生猫 几个offer了
花生棒	故事找茬是吧
ember	杀人诛心是吧
花生棒	故意找茬是吧
01101101	[雨天]
Vict.胡	去缅甸吧
Vict.胡	那边活多
Vict.胡	[坏笑]
花生棒	小胡有新工作了吗
Vict.胡	没
Vict.胡	先玩不找
陈浩强	羡慕玩
Berry	来我这边一起工作吗
Berry	妹子很多
Berry	月薪6w+
Vict.胡	[表情]
Berry	双休 朝九晚五
陈浩强	🦆是吧
Vict.胡	尬腰子是吧
ember	有个前同事辞职之后回杭州，然后看他的朋友圈一天班也没再上过，每天泡夜店喝酒
Berry	不用 会打字就可以
ember	我们都怀疑他是不是马云的私生子
花生棒	你说的好像是豆豆
陈浩强	你说的好像是豆豆
陈浩强	em0在哪里呀
Kamisama。	要去云南团建对吧
花生棒	辞职专心搞技术组了
ember	北京啊
Berry	公司在迪拜哈 先到昆明 有人带你过来
陈浩强	奥
ember	很少见杭州人出来打工的，而且还是来北京
Kamisama。	明白😉
无极的传说	这个是微信那个聊天记录数据库？
Vict.胡	豆豆有富婆
Vict.胡	还有一堆期权
Vict.胡	[坏笑]
01101101	小米es pro65英寸咋样
花生酒	豆豆住别墅
花生酒	群内第一梯队，跟三蛋一个级别的
花生棒	三蛋一豆
陈浩强	𝕏
陈浩强	三蛋一豆
花生酒	Unicode字符？
花生猫	golang标准库的rsa只支持公钥加密，私钥解密
花生猫	私钥加密，公钥解密的话得用第三方库吧
花生猫	0
花生猫	好的哥，这就找
陈浩强	𝕏 在网上看的   怪神奇的
花生猫	U+1D54F
祝狗蛋	你，二次元？
花生猫	我，是傻逼
祝狗蛋	[表情]
n0body	受啥刺激了
祝狗蛋	[表情]
n0body	别侮辱sb
花生猫	好的
n0body	[呲牙]
花生猫	我连傻逼都不配当
周辉	谁在 appletv 旁边。。设置-通用-关于 拍个照我看下
周辉	是不是支持杜比视界的话 就会显示出来？
周辉	我这个只有 hdr10
祝狗蛋	是的
周辉	显示 Dolby Vision ？
祝狗蛋	我一会拍个
周辉	[赞]
花生猫	192.168.1.14是吧
Berry	别D我
Vict.胡	去看cj了？
Berry	那边显示错了
Berry	实际是127.0.0.1
01101101	闲鱼上那种便宜的
01101101	这是有什么套路吗
01101101	为什么能便宜1000多
陈浩强	无条件退货的？
陈浩强	没法当新的卖的那种
Vict.胡	没保修
阿利群	小米电视？？
阿利群	买来看广告嘛？
